traits	patch	samp.dates	short.names
5_1861_2008.956284	6	2008.956284	5_1861
2_16884_2008.953552	3	2008.953552	2_16884
2_16883_2008.989071	3	2008.989071	2_16883
2_16882_2008.939891	3	2008.939891	2_16882
2_16881_2008.980874	3	2008.980874	2_16881
2_16879_2008.986339	3	2008.986339	2_16879
2_16878_2009.057534	3	2009.057534	2_16878
2_16877_2008.972678	3	2008.972678	2_16877
2_16874_2008.978142	3	2008.978142	2_16874
2_16873_2009.019178	3	2009.019178	2_16873
5_1860_2009.134247	6	2009.134247	5_1860
5_1858_2008.956284	6	2008.956284	5_1858
5_1857_2008.939891	6	2008.939891	5_1857
5_1856_2008.980874	6	2008.980874	5_1856
2_16871_2009.021918	3	2009.021918	2_16871
2_16868_2008.945355	3	2008.945355	2_16868
2_16867_2008.991803	3	2008.991803	2_16867
2_16866_2009.016438	3	2009.016438	2_16866
2_16865_2009.008219	3	2009.008219	2_16865
1_6930_2008.945355	2	2008.945355	1_6930
5_1854_2009.043836	6	2009.043836	5_1854
5_1853_2008.991803	6	2008.991803	5_1853
2_19885_2010.063014	3	2010.063014	2_19885
5_1851_2008.956284	6	2008.956284	5_1851
5_1850_2009.043836	6	2009.043836	5_1850
2_19242_2009.70137	3	2009.70137	2_19242
2_16864_2008.969945	3	2008.969945	2_16864
2_16863_2009.027397	3	2009.027397	2_16863
2_16860_2008.97541	3	2008.97541	2_16860
2_16859_2009.019178	3	2009.019178	2_16859
2_17199_2009.076712	3	2009.076712	2_17199
5_1847_2008.945355	6	2008.945355	5_1847
2_16855_2008.939891	3	2008.939891	2_16855
2_16854_2008.937158	3	2008.937158	2_16854
2_19535_2009.854795	3	2009.854795	2_19535
5_1845_2008.972678	6	2008.972678	5_1845
5_1842_2008.923497	6	2008.923497	5_1842
5_5618_2012.483607	6	2012.483607	5_5618
2_16853_2008.967213	3	2008.967213	2_16853
2_16850_2009.084932	3	2009.084932	2_16850
2_16849_2008.956284	3	2008.956284	2_16849
2_16847_2008.928962	3	2008.928962	2_16847
2_16845_2008.956284	3	2008.956284	2_16845
2_16844_2008.978142	3	2008.978142	2_16844
1_6928_2009.021918	2	2009.021918	1_6928
2_16842_2008.953552	3	2008.953552	2_16842
2_16840_2008.945355	3	2008.945355	2_16840
2_16839_2008.953552	3	2008.953552	2_16839
2_16838_2008.92623	3	2008.92623	2_16838
5_4248_2010.975342	6	2010.975342	5_4248
5_1841_2008.953552	6	2008.953552	5_1841
2_16836_2008.978142	3	2008.978142	2_16836
2_16835_2008.923497	3	2008.923497	2_16835
2_16834_2008.920765	3	2008.920765	2_16834
2_16833_2008.948087	3	2008.948087	2_16833
2_16832_2009.024658	3	2009.024658	2_16832
2_16831_2009.021918	3	2009.021918	2_16831
2_16827_2008.969945	3	2008.969945	2_16827
2_16825_2008.959016	3	2008.959016	2_16825
2_16821_2008.964481	3	2008.964481	2_16821
3_6647_2008.956284	4	2008.956284	3_6647
3_6646_2009.005479	4	2009.005479	3_6646
2_16820_2008.923497	3	2008.923497	2_16820
2_16817_2009.063014	3	2009.063014	2_16817
2_16816_2008.959016	3	2008.959016	2_16816
2_16813_2008.967213	3	2008.967213	2_16813
2_16811_2009.010959	3	2009.010959	2_16811
1_6927_2009.021918	2	2009.021918	1_6927
5_1839_2008.912568	6	2008.912568	5_1839
4_9225_2008.961749	5	2008.961749	4_9225
2_16809_2009.021918	3	2009.021918	2_16809
2_16808_2009.024658	3	2009.024658	2_16808
2_16806_2008.986339	3	2008.986339	2_16806
2_16803_2009.005479	3	2009.005479	2_16803
2_16802_2008.945355	3	2008.945355	2_16802
2_16801_2008.956284	3	2008.956284	2_16801
5_1834_2008.948087	6	2008.948087	5_1834
2_20305_2010.290411	3	2010.290411	2_20305
5_1833_2008.931694	6	2008.931694	5_1833
5_1832_2008.918033	6	2008.918033	5_1832
2_20918_2010.789041	3	2010.789041	2_20918
5_1831_2008.959016	6	2008.959016	5_1831
5_1830_2008.920765	6	2008.920765	5_1830
4_9224_2008.942623	5	2008.942623	4_9224
2_16799_2008.964481	3	2008.964481	2_16799
2_16797_2008.907104	3	2008.907104	2_16797
2_16796_2008.986339	3	2008.986339	2_16796
2_16795_2009.035616	3	2009.035616	2_16795
5_1827_2009.013699	6	2009.013699	5_1827
5_1825_2008.964481	6	2008.964481	5_1825
5_1824_2008.928962	6	2008.928962	5_1824
2_16794_2008.964481	3	2008.964481	2_16794
2_16793_2009.005479	3	2009.005479	2_16793
2_16791_2008.904372	3	2008.904372	2_16791
5_4309_2011.208219	6	2011.208219	5_4309
2_16790_2008.953552	3	2008.953552	2_16790
2_16786_2008.920765	3	2008.920765	2_16786
5_1822_2008.92623	6	2008.92623	5_1822
5_1821_2009.035616	6	2009.035616	5_1821
2_16785_2008.928962	3	2008.928962	2_16785
2_16784_2008.989071	3	2008.989071	2_16784
2_16782_2008.912568	3	2008.912568	2_16782
2_20495_2010.465753	3	2010.465753	2_20495
2_16779_2008.923497	3	2008.923497	2_16779
1_6925_2008.931694	2	2008.931694	1_6925
5_1820_2008.948087	6	2008.948087	5_1820
5_1817_2008.956284	6	2008.956284	5_1817
5_1816_2008.948087	6	2008.948087	5_1816
5_1813_2008.934426	6	2008.934426	5_1813
2_16777_2008.986339	3	2008.986339	2_16777
2_16774_2009.043836	3	2009.043836	2_16774
2_16772_2008.923497	3	2008.923497	2_16772
2_16771_2008.931694	3	2008.931694	2_16771
2_16770_2008.961749	3	2008.961749	2_16770
2_16769_2008.937158	3	2008.937158	2_16769
5_1812_2009.008219	6	2009.008219	5_1812
5_1810_2008.945355	6	2008.945355	5_1810
2_22704_2015.446575	3	2015.446575	2_22704
2_16767_2009.043836	3	2009.043836	2_16767
2_16766_2008.931694	3	2008.931694	2_16766
2_16764_2008.901639	3	2008.901639	2_16764
2_16762_2008.898907	3	2008.898907	2_16762
2_16761_2008.909836	3	2008.909836	2_16761
2_16760_2008.997268	3	2008.997268	2_16760
2_16758_2008.907104	3	2008.907104	2_16758
2_20449_2010.465753	3	2010.465753	2_20449
2_16757_2008.904372	3	2008.904372	2_16757
5_1808_2008.928962	6	2008.928962	5_1808
5_1807_2008.937158	6	2008.937158	5_1807
4_9223_2008.95082	5	2008.95082	4_9223
3_6643_2008.904372	4	2008.904372	3_6643
2_16756_2008.95082	3	2008.95082	2_16756
2_16754_2008.909836	3	2008.909836	2_16754
2_16752_2008.907104	3	2008.907104	2_16752
5_1805_2008.934426	6	2008.934426	5_1805
2_16750_2009.019178	3	2009.019178	2_16750
2_16749_2008.972678	3	2008.972678	2_16749
2_16747_2008.928962	3	2008.928962	2_16747
2_20887_2010.70411	3	2010.70411	2_20887
2_16746_2008.983607	3	2008.983607	2_16746
5_1803_2008.964481	6	2008.964481	5_1803
5_1801_2008.961749	6	2008.961749	5_1801
2_16745_2008.923497	3	2008.923497	2_16745
2_16743_2008.969945	3	2008.969945	2_16743
2_16740_2008.887978	3	2008.887978	2_16740
2_16738_2008.937158	3	2008.937158	2_16738
2_16737_2008.997268	3	2008.997268	2_16737
2_20614_2010.605479	3	2010.605479	2_20614
2_16736_2008.904372	3	2008.904372	2_16736
2_16734_2008.997268	3	2008.997268	2_16734
4_9219_2008.978142	5	2008.978142	4_9219
4_9218_2008.967213	5	2008.967213	4_9218
2_16731_2008.896175	3	2008.896175	2_16731
2_16729_2008.893443	3	2008.893443	2_16729
2_16728_2008.942623	3	2008.942623	2_16728
2_16727_2008.934426	3	2008.934426	2_16727
2_16726_2008.904372	3	2008.904372	2_16726
2_16725_2009.054795	3	2009.054795	2_16725
2_16722_2008.972678	3	2008.972678	2_16722
5_4223_2011	6	2011	5_4223
5_1798_2008.967213	6	2008.967213	5_1798
5_1797_2008.882514	6	2008.882514	5_1797
5_1796_2008.937158	6	2008.937158	5_1796
5_1795_2008.918033	6	2008.918033	5_1795
5_1794_2008.89071	6	2008.89071	5_1794
4_9217_2008.997268	5	2008.997268	4_9217
4_9216_2008.915301	5	2008.915301	4_9216
4_9215_2008.964481	5	2008.964481	4_9215
2_16720_2008.89071	3	2008.89071	2_16720
2_16719_2008.937158	3	2008.937158	2_16719
5_4619_2011.432877	6	2011.432877	5_4619
2_16718_2008.934426	3	2008.934426	2_16718
2_16716_2008.909836	3	2008.909836	2_16716
5_1791_2008.898907	6	2008.898907	5_1791
5_1790_2008.939891	6	2008.939891	5_1790
4_9214_2008.953552	5	2008.953552	4_9214
3_6641_2008.918033	4	2008.918033	3_6641
3_6640_2008.948087	4	2008.948087	3_6640
2_16711_2008.904372	3	2008.904372	2_16711
2_16710_2008.89071	3	2008.89071	2_16710
2_16708_2009.049315	3	2009.049315	2_16708
2_16707_2008.937158	3	2008.937158	2_16707
2_16704_2008.931694	3	2008.931694	2_16704
5_1788_2008.945355	6	2008.945355	5_1788
5_1786_2008.893443	6	2008.893443	5_1786
5_1785_2008.912568	6	2008.912568	5_1785
4_9210_2008.923497	5	2008.923497	4_9210
4_9209_2008.937158	5	2008.937158	4_9209
3_6639_2008.887978	4	2008.887978	3_6639
3_6638_2008.89071	4	2008.89071	3_6638
2_16702_2008.953552	3	2008.953552	2_16702
2_16701_2008.904372	3	2008.904372	2_16701
2_16696_2008.972678	3	2008.972678	2_16696
2_16695_2008.92623	3	2008.92623	2_16695
5_1783_2008.877049	6	2008.877049	5_1783
5_1781_2008.89071	6	2008.89071	5_1781
5_1779_2008.945355	6	2008.945355	5_1779
2_20343_2010.309589	3	2010.309589	2_20343
2_16692_2008.994536	3	2008.994536	2_16692
2_16690_2008.956284	3	2008.956284	2_16690
5_1778_2008.898907	6	2008.898907	5_1778
5_3015_2009.89589	6	2009.89589	5_3015
5_1777_2008.937158	6	2008.937158	5_1777
5_1775_2008.885246	6	2008.885246	5_1775
5_1774_2008.959016	6	2008.959016	5_1774
5_1773_2008.89071	6	2008.89071	5_1773
5_1772_2008.907104	6	2008.907104	5_1772
3_6633_2008.937158	4	2008.937158	3_6633
3_6632_2008.901639	4	2008.901639	3_6632
3_6631_2008.945355	4	2008.945355	3_6631
5_1769_2008.918033	6	2008.918033	5_1769
2_16686_2009.049315	3	2009.049315	2_16686
2_16685_2009.013699	3	2009.013699	2_16685
2_16684_2008.912568	3	2008.912568	2_16684
2_16683_2008.92623	3	2008.92623	2_16683
2_16680_2008.937158	3	2008.937158	2_16680
5_2161_2009.219178	6	2009.219178	5_2161
2_16679_2008.893443	3	2008.893443	2_16679
2_16677_2008.909836	3	2008.909836	2_16677
2_16675_2009	3	2009	2_16675
2_16674_2008.89071	3	2008.89071	2_16674
2_16673_2008.885246	3	2008.885246	2_16673
2_16672_2008.972678	3	2008.972678	2_16672
2_16670_2008.871585	3	2008.871585	2_16670
2_16669_2009.019178	3	2009.019178	2_16669
2_16668_2008.904372	3	2008.904372	2_16668
2_20895_2010.887671	3	2010.887671	2_20895
5_1767_2008.882514	6	2008.882514	5_1767
2_16666_2008.920765	3	2008.920765	2_16666
5_1766_2008.901639	6	2008.901639	5_1766
5_1763_2008.918033	6	2008.918033	5_1763
5_1762_2008.868852	6	2008.868852	5_1762
2_16659_2008.909836	3	2008.909836	2_16659
2_16656_2008.877049	3	2008.877049	2_16656
2_17373_2009.183562	3	2009.183562	2_17373
2_16655_2008.972678	3	2008.972678	2_16655
5_1759_2008.939891	6	2008.939891	5_1759
1_7013_2009.394521	2	2009.394521	1_7013
5_1758_2008.879781	6	2008.879781	5_1758
5_1755_2008.877049	6	2008.877049	5_1755
2_16650_2008.863388	3	2008.863388	2_16650
5_5069_2011.816438	6	2011.816438	5_5069
2_16649_2009.038356	3	2009.038356	2_16649
2_16648_2008.89071	3	2008.89071	2_16648
2_16647_2008.918033	3	2008.918033	2_16647
2_16645_2008.915301	3	2008.915301	2_16645
2_16642_2008.877049	3	2008.877049	2_16642
2_16641_2008.887978	3	2008.887978	2_16641
1_6922_2008.896175	2	2008.896175	1_6922
2_16639_2008.918033	3	2008.918033	2_16639
2_20701_2010.709589	3	2010.709589	2_20701
2_16638_2008.89071	3	2008.89071	2_16638
2_16637_2008.923497	3	2008.923497	2_16637
5_1804_2008.923497	6	2008.923497	5_1804
2_16636_2008.896175	3	2008.896175	2_16636
2_16635_2008.89071	3	2008.89071	2_16635
2_16633_2008.863388	3	2008.863388	2_16633
2_16632_2008.92623	3	2008.92623	2_16632
5_1752_2008.877049	6	2008.877049	5_1752
5_1751_2008.868852	6	2008.868852	5_1751
2_16631_2008.877049	3	2008.877049	2_16631
2_16629_2008.959016	3	2008.959016	2_16629
2_16628_2008.920765	3	2008.920765	2_16628
2_16627_2008.915301	3	2008.915301	2_16627
2_16626_2008.909836	3	2008.909836	2_16626
2_16625_2008.92623	3	2008.92623	2_16625
2_16624_2008.961749	3	2008.961749	2_16624
4_9202_2008.871585	5	2008.871585	4_9202
2_16623_2008.901639	3	2008.901639	2_16623
2_16622_2008.879781	3	2008.879781	2_16622
2_16621_2008.896175	3	2008.896175	2_16621
2_16617_2008.942623	3	2008.942623	2_16617
2_16615_2008.898907	3	2008.898907	2_16615
5_1746_2008.907104	6	2008.907104	5_1746
3_6627_2008.934426	4	2008.934426	3_6627
3_6625_2008.97541	4	2008.97541	3_6625
2_16613_2008.931694	3	2008.931694	2_16613
2_16611_2008.887978	3	2008.887978	2_16611
2_16610_2008.855191	3	2008.855191	2_16610
2_16608_2008.95082	3	2008.95082	2_16608
5_1745_2008.907104	6	2008.907104	5_1745
5_1744_2008.871585	6	2008.871585	5_1744
2_16607_2008.907104	3	2008.907104	2_16607
2_16604_2008.860656	3	2008.860656	2_16604
1_6921_2008.945355	2	2008.945355	1_6921
5_4182_2011.008219	6	2011.008219	5_4182
5_1742_2008.937158	6	2008.937158	5_1742
4_9198_2008.84153	5	2008.84153	4_9198
4_9197_2008.901639	5	2008.901639	4_9197
4_9196_2008.868852	5	2008.868852	4_9196
4_9195_2008.84153	5	2008.84153	4_9195
2_16597_2008.937158	3	2008.937158	2_16597
5_1740_2008.945355	6	2008.945355	5_1740
5_1738_2008.898907	6	2008.898907	5_1738
4_9194_2008.86612	5	2008.86612	4_9194
4_9193_2008.868852	5	2008.868852	4_9193
2_16593_2008.901639	3	2008.901639	2_16593
2_16592_2008.89071	3	2008.89071	2_16592
2_16591_2008.879781	3	2008.879781	2_16591
2_16589_2008.857923	3	2008.857923	2_16589
5_1735_2008.928962	6	2008.928962	5_1735
5_1732_2008.855191	6	2008.855191	5_1732
5_1731_2008.86612	6	2008.86612	5_1731
2_16587_2008.860656	3	2008.860656	2_16587
2_16586_2008.860656	3	2008.860656	2_16586
2_16584_2008.857923	3	2008.857923	2_16584
2_16582_2008.92623	3	2008.92623	2_16582
2_16581_2008.846995	3	2008.846995	2_16581
2_16580_2008.901639	3	2008.901639	2_16580
2_16577_2008.860656	3	2008.860656	2_16577
5_1728_2008.896175	6	2008.896175	5_1728
5_1726_2008.909836	6	2008.909836	5_1726
4_9191_2008.855191	5	2008.855191	4_9191
2_22664_2015.268493	3	2015.268493	2_22664
2_16576_2008.852459	3	2008.852459	2_16576
5_2596_2009.512329	6	2009.512329	5_2596
2_16571_2008.855191	3	2008.855191	2_16571
2_16569_2008.849727	3	2008.849727	2_16569
2_16567_2008.855191	3	2008.855191	2_16567
2_16563_2009.032877	3	2009.032877	2_16563
2_16562_2008.89071	3	2008.89071	2_16562
5_1725_2008.901639	6	2008.901639	5_1725
5_1722_2008.874317	6	2008.874317	5_1722
2_17876_2009.389041	3	2009.389041	2_17876
2_17080_2009.10411	3	2009.10411	2_17080
5_1720_2008.863388	6	2008.863388	5_1720
2_16561_2008.879781	3	2008.879781	2_16561
2_16559_2008.945355	3	2008.945355	2_16559
2_16557_2009.005479	3	2009.005479	2_16557
2_16556_2008.868852	3	2008.868852	2_16556
2_16555_2008.852459	3	2008.852459	2_16555
4_9190_2008.986339	5	2008.986339	4_9190
3_6622_2008.871585	4	2008.871585	3_6622
2_16554_2008.86612	3	2008.86612	2_16554
2_22115_2012.893443	3	2012.893443	2_22115
5_4896_2011.671233	6	2011.671233	5_4896
2_16553_2008.855191	3	2008.855191	2_16553
2_16552_2008.877049	3	2008.877049	2_16552
2_16551_2008.893443	3	2008.893443	2_16551
2_16548_2008.918033	3	2008.918033	2_16548
2_16547_2008.923497	3	2008.923497	2_16547
5_1719_2008.849727	6	2008.849727	5_1719
2_20915_2010.726027	3	2010.726027	2_20915
2_16545_2008.937158	3	2008.937158	2_16545
2_16541_2008.846995	3	2008.846995	2_16541
5_4543_2011.326027	6	2011.326027	5_4543
5_1718_2008.871585	6	2008.871585	5_1718
5_1717_2008.877049	6	2008.877049	5_1717
5_1716_2008.907104	6	2008.907104	5_1716
5_1715_2008.978142	6	2008.978142	5_1715
5_1714_2008.833333	6	2008.833333	5_1714
4_9189_2008.871585	5	2008.871585	4_9189
2_16537_2008.844262	3	2008.844262	2_16537
2_16536_2008.896175	3	2008.896175	2_16536
2_16535_2008.852459	3	2008.852459	2_16535
1_7272_2010.594521	2	2010.594521	1_7272
2_16534_2008.95082	3	2008.95082	2_16534
2_16532_2008.978142	3	2008.978142	2_16532
2_16531_2008.868852	3	2008.868852	2_16531
5_1711_2008.863388	6	2008.863388	5_1711
5_1710_2008.825137	6	2008.825137	5_1710
5_1708_2008.874317	6	2008.874317	5_1708
5_1707_2008.833333	6	2008.833333	5_1707
5_1706_2008.89071	6	2008.89071	5_1706
2_16527_2008.871585	3	2008.871585	2_16527
2_16525_2008.920765	3	2008.920765	2_16525
2_16523_2008.84153	3	2008.84153	2_16523
2_21391_2011.2	3	2011.2	2_21391
2_16522_2008.86612	3	2008.86612	2_16522
2_16521_2008.852459	3	2008.852459	2_16521
4_9460_2012.325137	5	2012.325137	4_9460
2_16520_2008.898907	3	2008.898907	2_16520
2_16519_2008.855191	3	2008.855191	2_16519
2_16518_2008.871585	3	2008.871585	2_16518
2_16517_2008.827869	3	2008.827869	2_16517
5_1703_2008.863388	6	2008.863388	5_1703
5_1702_2008.915301	6	2008.915301	5_1702
2_16515_2008.885246	3	2008.885246	2_16515
2_16514_2008.868852	3	2008.868852	2_16514
2_16513_2008.863388	3	2008.863388	2_16513
2_16512_2008.849727	3	2008.849727	2_16512
2_16511_2008.89071	3	2008.89071	2_16511
2_16510_2008.885246	3	2008.885246	2_16510
5_1701_2008.849727	6	2008.849727	5_1701
5_1700_2008.844262	6	2008.844262	5_1700
3_6621_2008.882514	4	2008.882514	3_6621
2_16505_2008.833333	3	2008.833333	2_16505
2_21397_2011.227397	3	2011.227397	2_21397
4_9188_2008.830601	5	2008.830601	4_9188
4_9187_2008.887978	5	2008.887978	4_9187
3_6620_2008.814208	4	2008.814208	3_6620
2_16497_2008.81694	3	2008.81694	2_16497
2_16496_2008.852459	3	2008.852459	2_16496
2_16494_2008.86612	3	2008.86612	2_16494
2_16493_2008.907104	3	2008.907104	2_16493
2_17821_2009.282192	3	2009.282192	2_17821
2_16492_2008.827869	3	2008.827869	2_16492
2_16491_2008.994536	3	2008.994536	2_16491
2_16490_2008.844262	3	2008.844262	2_16490
5_1741_2008.912568	6	2008.912568	5_1741
2_16489_2008.814208	3	2008.814208	2_16489
5_1699_2008.838798	6	2008.838798	5_1699
5_1698_2008.81694	6	2008.81694	5_1698
5_1697_2008.838798	6	2008.838798	5_1697
2_16488_2008.833333	3	2008.833333	2_16488
2_16487_2008.827869	3	2008.827869	2_16487
2_16486_2008.857923	3	2008.857923	2_16486
2_16485_2008.822404	3	2008.822404	2_16485
2_16482_2008.89071	3	2008.89071	2_16482
2_16480_2008.808743	3	2008.808743	2_16480
2_16479_2008.874317	3	2008.874317	2_16479
2_16478_2008.931694	3	2008.931694	2_16478
2_22655_2015.238356	3	2015.238356	2_22655
1_6919_2008.915301	2	2008.915301	1_6919
5_1695_2008.81694	6	2008.81694	5_1695
5_6033_2013.449315	6	2013.449315	5_6033
5_1691_2008.836066	6	2008.836066	5_1691
2_16526_2008.877049	3	2008.877049	2_16526
5_1690_2008.915301	6	2008.915301	5_1690
1_7076_2009.772603	2	2009.772603	1_7076
5_1689_2008.852459	6	2008.852459	5_1689
4_9185_2008.830601	5	2008.830601	4_9185
3_6618_2009.221918	4	2009.221918	3_6618
2_16476_2008.830601	3	2008.830601	2_16476
2_16475_2008.825137	3	2008.825137	2_16475
2_16473_2008.89071	3	2008.89071	2_16473
2_16472_2008.89071	3	2008.89071	2_16472
5_5812_2012.97541	6	2012.97541	5_5812
5_1688_2008.879781	6	2008.879781	5_1688
5_1687_2008.84153	6	2008.84153	5_1687
4_9183_2008.836066	5	2008.836066	4_9183
5_4435_2011.252055	6	2011.252055	5_4435
2_16469_2008.814208	3	2008.814208	2_16469
2_16467_2008.907104	3	2008.907104	2_16467
5_1685_2008.846995	6	2008.846995	5_1685
5_1684_2008.838798	6	2008.838798	5_1684
5_1683_2008.942623	6	2008.942623	5_1683
4_9182_2008.825137	5	2008.825137	4_9182
2_16466_2008.871585	3	2008.871585	2_16466
2_16462_2008.833333	3	2008.833333	2_16462
2_16461_2008.838798	3	2008.838798	2_16461
5_1681_2008.797814	6	2008.797814	5_1681
2_16460_2008.811475	3	2008.811475	2_16460
2_16456_2008.84153	3	2008.84153	2_16456
2_16455_2008.852459	3	2008.852459	2_16455
2_16452_2008.838798	3	2008.838798	2_16452
2_16451_2008.879781	3	2008.879781	2_16451
5_1680_2008.849727	6	2008.849727	5_1680
5_1679_2008.806011	6	2008.806011	5_1679
2_16450_2008.846995	3	2008.846995	2_16450
2_16448_2008.822404	3	2008.822404	2_16448
2_16444_2008.822404	3	2008.822404	2_16444
2_16441_2008.901639	3	2008.901639	2_16441
5_4441_2011.2	6	2011.2	5_4441
2_16439_2008.89071	3	2008.89071	2_16439
2_16437_2008.806011	3	2008.806011	2_16437
2_16436_2008.822404	3	2008.822404	2_16436
2_16435_2008.800546	3	2008.800546	2_16435
2_16434_2008.836066	3	2008.836066	2_16434
1_6916_2008.838798	2	2008.838798	1_6916
2_18392_2009.465753	3	2009.465753	2_18392
1_6915_2008.887978	2	2008.887978	1_6915
5_1678_2008.808743	6	2008.808743	5_1678
5_1677_2008.956284	6	2008.956284	5_1677
5_1676_2008.811475	6	2008.811475	5_1676
5_1674_2008.918033	6	2008.918033	5_1674
5_1673_2008.81694	6	2008.81694	5_1673
4_9180_2008.852459	5	2008.852459	4_9180
4_9179_2008.827869	5	2008.827869	4_9179
3_6615_2008.838798	4	2008.838798	3_6615
3_6614_2008.860656	4	2008.860656	3_6614
2_16431_2008.81694	3	2008.81694	2_16431
2_16428_2008.956284	3	2008.956284	2_16428
2_16425_2008.822404	3	2008.822404	2_16425
2_16424_2008.800546	3	2008.800546	2_16424
2_16423_2008.92623	3	2008.92623	2_16423
2_16422_2008.857923	3	2008.857923	2_16422
2_16421_2008.868852	3	2008.868852	2_16421
2_16420_2008.797814	3	2008.797814	2_16420
2_16417_2008.849727	3	2008.849727	2_16417
1_6914_2008.920765	2	2008.920765	1_6914
5_1672_2008.836066	6	2008.836066	5_1672
5_1671_2008.811475	6	2008.811475	5_1671
5_1670_2008.885246	6	2008.885246	5_1670
3_6613_2008.868852	4	2008.868852	3_6613
2_16416_2008.838798	3	2008.838798	2_16416
2_16415_2008.819672	3	2008.819672	2_16415
2_16413_2008.795082	3	2008.795082	2_16413
2_16412_2008.79235	3	2008.79235	2_16412
2_16411_2008.808743	3	2008.808743	2_16411
2_16410_2008.836066	3	2008.836066	2_16410
1_6913_2008.852459	2	2008.852459	1_6913
5_1667_2008.81694	6	2008.81694	5_1667
5_1666_2008.86612	6	2008.86612	5_1666
5_1664_2008.86612	6	2008.86612	5_1664
5_1663_2008.849727	6	2008.849727	5_1663
3_6612_2008.838798	4	2008.838798	3_6612
3_6611_2008.81694	4	2008.81694	3_6611
2_16407_2008.86612	3	2008.86612	2_16407
5_2057_2009.093151	6	2009.093151	5_2057
2_16406_2008.819672	3	2008.819672	2_16406
2_16405_2008.806011	3	2008.806011	2_16405
2_16403_2008.800546	3	2008.800546	2_16403
5_4094_2010.846575	6	2010.846575	5_4094
2_16401_2008.825137	3	2008.825137	2_16401
2_16398_2008.855191	3	2008.855191	2_16398
2_16397_2008.79235	3	2008.79235	2_16397
2_16396_2008.81694	3	2008.81694	2_16396
2_16395_2008.871585	3	2008.871585	2_16395
1_6912_2008.827869	2	2008.827869	1_6912
5_1660_2008.830601	6	2008.830601	5_1660
5_1657_2008.814208	6	2008.814208	5_1657
5_1656_2008.863388	6	2008.863388	5_1656
5_1655_2008.825137	6	2008.825137	5_1655
2_16394_2008.819672	3	2008.819672	2_16394
2_16390_2008.79235	3	2008.79235	2_16390
5_6286_2013.923288	6	2013.923288	5_6286
